verse-number	original-word	translated-word	not-confirmed	translations	headword
10804	Et	et		et, ni, Et	
10804	dant	seigneur			
10804	Tieselin	Tiécelin			
10804	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10804	corbiax	corbeau			
10804	,				
10805	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10805	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10805	ot	avait		avait, entend, a eu, a, il y a eu, eu, eut	
10805	jeüné	jeûné			
10805	le	le		le, lui, la	
10805	jor	jour		jour, journée, un jour	
10805	,				
10806	N'avoit	n'avait			
10806	cure	cure		soin, cure, importe, que faire	
10806	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10806	tel	tel		tel, tellement, quiconque, telle, cette	
10806	sejor	villégiature		villégiature, séjour	
10806	,				
10807	Et	et		et, ni, Et	
10807	vint	vint		vint, arrive, arriva, vienne, vient	
10807	volant	volant			
10807	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10807	.I.	un		un, une	
10807	plessié	enclos			
10807	,				
10808	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10808	besoing	besoin			
10808	ot	avait		avait, entend, a eu, a, il y a eu, eu, eut	
10808	le	le		le, lui, la	
10808	bois	bois			
10808	lessié	quitté		laissé, renoncé, quitté	
10808	,				
10809	Priveement	en secret		sans témoin, en cachette, dans l'intimité, en secret	
10809	en	en		en, dans, sur, à, de, dans le, on, au	
10809	.I.	un		un, une	
10809	destor	détour			
10809	,				
10810	Touz	tout		tous, tout	
10810	aprestez	prêt		prêt, préparé	
10810	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10810	fere	faire		faire, livrer, rendre	
10810	estor	bataille		bataille, batailles	
10810	.				
10811	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10811	fromaches	fromages		fromage, fromages	
10811	vit	vit		vit, verge, bite	
10811	.I.	un		un, une	
10811	millier	millier			
10812	Qu'en	qu'on		qu'on, qu'en, que dans	
10812	avoit	avait			
10812	fet	fait		fait, commis, faits, envoie	
10812	asoreillier	sécher au soleil			
10812	;				
10813	Cele	celle		cette, celle, celle-ci, ce	
10813	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10813	garder	garder		garder, protéger, regarder, empêcher	
10813	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10813	devoit	devait			
10814	En	en		en, dans, sur, à, de, dans le, on, au	
10814	sa	sa		sa, avec	
10814	meson	maison			
10814	entree	entrée		entrée, entré	
10814	estoit	était			
10814	:				
10815	Ele	elle			
10815	ert	était		était, sera, serait, a	
10815	entree	entrée		entrée, entré	
10815	en	en		en, dans, sur, à, de, dans le, on, au	
10815	sa	sa		sa, avec	
10815	meson	maison			
10815	.				
10816	Tiecelin	Tiécelin			
10816	vit	vit		vit, verge, bite	
10816	qu'il	qu'il		qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
10816	ert	était		était, sera, serait, a	
10816	saison	propice		propice, saison	
10817	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10817	gaaingnier	gagner			
10817	,				
10817	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10817	lesse	d'un trait		laisse, d'un trait, jet	
10817	corre	courir		courir, bâton de coudrier, court	
10817	,				
10818	.I.	un		un, une	
10818	en	en		en, dans, sur, à, de, dans le, on, au	
10818	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10818	pris	pris		pris, prix, appris, mis, prisonnier	
10818	.				
10818	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10818	le	le		le, lui, la	
10818	rescorre	reprendre		reprendre, délivrer	
10819	Sailli	bondit		bondit, sauta, saute, jaillit	
10819	la	la		la, là, là-bas, entendit, nos	
10819	vielle	vieille			
10819	en/en_mi	au milieu			
10819	mi/en_mi	_EMPTY_			
10819	la	la		la, là, là-bas, entendit, nos	
10819	rue	rue		rue, lance	
10819	;				
10820	Tiecelin	Tiécelin			
10820	vit	vit		vit, verge, bite	
10820	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10820	vers	vers		vers, envers, contre, vert	
10820	lui	lui		lui, elle, le, la, celui	
10820	rue	lance		rue, lance	
10821	Qaillous	cailloux			
10821	et	et		et, ni, Et	
10821	pierres	pierres		Pierre, pierres	
10821	,				
10821	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10821	s'escrie	s'écrie			
10821	:				
10822	«				
10822	Vassax	vassal			
10822	,				
10822	vos	vous		vous, vos, votre	
10822	n'en	n'en			
10822	porterez	porterez			
10822	mie	pas		pas, point, miette, pas du tout, milieu, du tout, rien du tout, rien, très	
10822	.				
10822	»				
10823	Tiecelin	Tiécelin			
10823	la	la		la, là, là-bas, entendit, nos	
10823	vit	vit		vit, verge, bite	
10823	ainsi	ainsi			
10823	folle	folle de rage		folle, folle de rage	
10823	:				
10824	«				
10824	Vielle	vieille			
10824	,				
10824	dist/dist_il	dit-il			
10824	il/dist_il	_EMPTY_			
10824	,				
10824	s'en	si on		s'en, si on	
10824	t'ent	t'en			
10824	parole	parle		parole, parle, parlé	
10824	,				
10825	Dites	dites			
10825	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10825	je	je		je, moi	
10825	l'en	l'en		l'on, l'en, lui en	
10825	ai	ai		ai, j'ai	
10825	porté	porté			
10825	:				
10826	La	la		la, là, là-bas, entendit, nos	
10826	male	mauvaise		mauvaise, sale, male	
10826	garde	garde		regarde, garde, prend garde, protège, redouter, veillé, redouté, à craindre	
10826	pest	nourrit		nourrit, fléau	
10826	le	le		le, lui, la	
10826	pré	pré			
10826	.				
10827	Bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10827	pouez	pouvez			
10827	dire	dire		dire, parler	
10827	je	je		je, moi	
10827	l'en	l'en		l'on, l'en, lui en	
10827	port	porte		porte, territoire	
10827	,				
10828	Ou	ou		où, ou, soit	
10828	soit	soit		soit, ni	
10828	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10828	droit	droit		droit, raison, justice, directement	
10828	ou	ou		où, ou, soit	
10828	soit	soit		soit, ni	
10828	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10828	tort	tort		tort, retourne, blâme, arrive	
10828	;				
10829	Du	du		du, de, à cause du	
10829	prendre	prendre			
10829	en	en		en, dans, sur, à, de, dans le, on, au	
10829	ai	ai		ai, j'ai	
10829	eü	eu			
10829	le	le		le, lui, la	
10829	leu	occasion		loup, lieu, occasion, coin	
10829	:				
10830	La	la		la, là, là-bas, entendit, nos	
10830	male	mauvaise		mauvaise, sale, male	
10830	garde	garde		regarde, garde, prend garde, protège, redouter, veillé, redouté, à craindre	
10830	pest	nourrit		nourrit, fléau	
10830	le	le		le, lui, la	
10830	leu	loup		loup, lieu, occasion, coin	
10830	.				
10830	»				
10831	A/a_tant	là-dessus		là-dessus, aussitôt, alors, sur ce, jusque là	
10831	tant/a_tant	_EMPTY_			
10831	s'en	s'en		s'en, si on	
10831	torne	retourne		tourne, retourne, dirige	
10831	,				
10831	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10831	vint	vint		vint, arrive, arriva, vienne, vient	
10831	droit	droit		droit, raison, justice, directement	
10832	Au	au		au, dans, du, de, le	
10832	fou	hêtre		hêtre, étais, fou	
10832	ou	où		où, ou, soit	
10832	dant	seigneur			
10832	Renart	Renart			
10832	estoit	était			
10832	;				
10833	Ensemble	ensemble			
10833	furent	furent			
10833	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10833	cele	cette		cette, celle, celle-ci, ce	
10833	heure	heure			
10833	,				
10834	Renart	Renart			
10834	desouz	en dessous		en dessous, dessous	
10834	et	et		et, ni, Et	
10834	cil	celui-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
10834	deseure	dessus			
10834	,				
10835	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
10835	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10835	tant	tant		tant, jusqu'à, tellement, assez, autant, beaucoup	
10835	i	y		y, en, là	
10835	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10835	desevraille	différence			
10835	:				
10836	L'un	l'un			
10836	menjue	mange			
10836	,				
10836	l'autre	l'autre			
10836	baaille	baille			
10836	.				
10837	Li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10837	fromaches	fromage		fromage, fromages	
10837	fu	fut		fut, était, a été, furent, il y a eu	
10837	auques	assez			
10837	mos	mou			
10838	Et	et		et, ni, Et	
10838	Tiecelin	Tiécelin			
10838	i	y		y, en, là	
10838	fiert	frappe			
10838	granz	grands		grands, grand, grandes	
10838	cous	coups		cocu, coups	
10839	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10839	son	son		son, sien, haut, ses, air, à lui	
10839	bec	bec			
10839	,				
10839	si	si bien		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10839	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10839	il	il		il, ils, lui	
10839	l'entenme	l'entame			
10839	;				
10840	Mengié	mangé			
10840	en	en		en, dans, sur, à, de, dans le, on, au	
10840	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10840	,				
10840	mau/mau_gré	malgré			
10840	gré/mau_gré	_EMPTY_			
10840	la	la		la, là, là-bas, entendit, nos	
10840	fame	femme			
10840	,				
10841	Du	du		du, de, à cause du	
10841	plus	plus		plus, mieux	
10841	jaune	jaune			
10841	et	et		et, ni, Et	
10841	du	du		du, de, à cause du	
10841	plus	plus		plus, mieux	
10841	tendre	tendre			
10841	,				
10842	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10842	tel	tel		tel, tellement, quiconque, telle, cette	
10842	anui	ennui		ennui, de la peine, peine, mal	
10842	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10842	fist	a fait		a fait, fit, fait, agit	
10842	au	au		au, dans, du, de, le	
10842	prendre	prendre			
10842	.				
10843	Tiecelin	Tiécelin			
10843	fiert	frappe			
10843	a/a_une_hie	à grands coups			
10843	une/a_une_hie	_EMPTY_			
10843	hie/a_une_hie	_EMPTY_			
10843	,				
10844	Ainz	avant		avant, plutôt, au contraire, mais, en fait	
10844	n'en	n'en			
10844	sot	sait		sait, sot, connaît, se rendit compte, sache	
10844	mot	mot			
10844	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10844	une	une			
10844	mie	miette		pas, point, miette, pas du tout, milieu, du tout, rien du tout, rien, très	
10845	L'en	l'en		l'on, l'en, lui en	
10845	est	est		est, a	
10845	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10845	la	la		la, là, là-bas, entendit, nos	
10845	terre	terre		terre, contrées	
10845	chaüe	tombé		tombé, blanche	
10846	Devant	devant		devant, avant, au devant	
10846	Renart	Renart			
10846	,				
10846	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10846	l'ot	l'avait		l'avait, l'entend	
10846	veüe	vu			
10846	;				
10847	Il	il		il, ils, lui	
10847	connut	a reconnu		a reconnu, reconnut	
10847	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10847	icele	cette		cette, celle-ci	
10847	beste	bête			
10847	,				
10848	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10848	en	en		en, dans, sur, à, de, dans le, on, au	
10848	croula	hocha			
10848	.II.	deux			
10848	foiz	fois		fois, foi	
10848	la	la		la, là, là-bas, entendit, nos	
10848	teste	tête			
10848	;				
10849	Il	il		il, ils, lui	
10849	lieve	lève			
10849	sus	debout		debout, dessus, en haut, sur, loin, haut	
10849	por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10849	miex	mieux		mieux, plus, d'avantage	
10849	veoir	voir		voir, vrai	
10849	:				
10850	Tiecelin	Tiécelin			
10850	vit	vit		vit, verge, bite	
10850	la	la		la, là, là-bas, entendit, nos	
10850	sus	debout		debout, dessus, en haut, sur, loin, haut	
10850	seoir	asseoir		séjourner, asseoir	
10850	,				
10851	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10851	son	son		son, sien, haut, ses, air, à lui	
10851	compere	compère			
10851	estoit	était			
10851	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10851	viez	vieille date		vieille, vieux, vieille date	
10851	,				
10852	Le	le		le, lui, la	
10852	bon	bon		bon, bien	
10852	fromache	fromage			
10852	entre	entre		entre, ensemble, avec	
10852	ses	ses		ses, sais, les, ces, son	
10852	piez	pieds		pieds, pattes	
10852	.				
10853	Premierement	d'abord			
10853	l'en	l'en		l'on, l'en, lui en	
10853	apela	appela			
10853	:				
10854	«				
10854	Por	par		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10854	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10854	sains	saints		saint, saints, pèlerinages, cloches	
10854	Dieu	Dieu			
10854	,				
10854	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10854	voi	vois			
10854	je	je		je, moi	
10854	la	là		la, là, là-bas, entendit, nos	
10854	?				
10855	Et	et		et, ni, Et	
10855	Diex	Dieu			
10855	vos	vous		vous, vos, votre	
10855	saut	garde		saute, garde, saut, bond, jaillit, assaut, tour, aide, sauve	
10855	,				
10855	sire	seigneur		seigneur, sire, Sire, Seigneur	
10855	compere	compère			
10855	!				
10856	Bien	béni		bien, bon, béni, bon choix, bienveillance, vrai	
10856	ait	soit		ait, soit, a	
10856	l'ame	l'âme			
10856	vostre	votre			
10856	bon	bon		bon, bien	
10856	pere	père		père, parait, Pierre	
10856	,				
10857	Dant	seigneur			
10857	Rohart	Rohart			
10857	,				
10857	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10857	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10857	seut	a l'habitude de		a l'habitude de, sut	
10857	chanter	chanter			
10857	!				
10858	Mainte	maintes		maintes, de nombreux	
10858	foiz	fois		fois, foi	
10858	l'en	l'on		l'on, l'en, lui en	
10858	oï	entendit		entendu, entendit, a entendu, entend	
10858	vanter	vanter			
10859	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10859	n'en	n'en			
10859	avoit	avait			
10859	son	son		son, sien, haut, ses, air, à lui	
10859	per	égal		pair, égal	
10859	en	en		en, dans, sur, à, de, dans le, on, au	
10859	France	France			
10859	.				
10860	Vos	vous		vous, vos, votre	
10860	meïsmes	même			
10860	,				
10860	en	en		en, dans, sur, à, de, dans le, on, au	
10860	vostre	votre			
10860	enfance	enfance			
10860	,				
10861	Vos	vous		vous, vos, votre	
10861	en	en		en, dans, sur, à, de, dans le, on, au	
10861	soulïez	aviez coutume		aviez l'habitude, aviez coutume	
10861	moult	beaucoup			
10861	pener	donner la peine			
10861	.				
10862	Seüstes	savez			
10862	onques	toujours		jamais, toujours, déjà	
10862	orguener	jouer de la voix		jouer de la voix, jouer de votre voix	
10862	?				
10863	Chantez	chantez			
10863	moi	moi		moi, me	
10863	une	une			
10863	rotruenge	rotruenge			
10863	.				
10863	»				
10864	Tiecelin	Tiécelin			
10864	entent	entend		entend, écoute, applique	
10864	la	la		la, là, là-bas, entendit, nos	
10864	losenge	flatterie		tromperie, flatterie	
10864	,				
10865	Ovre	ouvre			
10865	la	la		la, là, là-bas, entendit, nos	
10865	bouche	bouche		bouche, gueule	
10865	,				
10865	et	et		et, ni, Et	
10865	giete	lance		jette, lance, fiche	
10865	.I.	un		un, une	
10865	bret	cri		cri, se lamente	
10865	;				
10866	Et	et		et, ni, Et	
10866	dist	dit		dit, a parlé, a dit, se dit	
10866	Renart	Renart			
10866	:				
10866	«				
10866	Ce	ce		ce, ça, lui, cela, ceci, le, il	
10866	fu	fut		fut, était, a été, furent, il y a eu	
10866	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10866	fet	fait		fait, commis, faits, envoie	
10866	.				
10867	Miex	mieux		mieux, plus, d'avantage	
10867	chantez	chantez			
10867	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10867	ne	ne		ne, ni, ou, et, sans	
10867	soulïez	aviez l'habitude		aviez l'habitude, aviez coutume	
10867	;				
10868	Encore	encore			
10868	,				
10868	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10868	vos	vous		vous, vos, votre	
10868	voulïez	vouliez			
10868	,				
10869	Irïez	iriez			
10869	plus	plus		plus, mieux	
10869	haut	haut		haut, voix haute	
10869	une	une			
10869	jointe	octave			
10869	.				
10869	»				
10870	Cil	celui-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
10870	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10870	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10870	chanter	chanter			
10870	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10870	fait	croit		fait, croit	
10870	cointe	habile		brave, habile, prudent	
10871	Conmence	commence		commence, se met, met, mettrai	
10871	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10871	rechief	nouveau			
10871	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10871	brere	crier			
10871	.				
10872	«				
10872	Diex	Dieu			
10872	,				
10872	dist	dit		dit, a parlé, a dit, se dit	
10872	Renart	Renart			
10872	,				
10872	con	comme		que, comme, comment, car, avec, con, lorsque	
10872	or	maintenant		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
